-13.353,-4.037,-25.892
-12.504,-1.195,-24.628
-15.45,-1.927,-24.656
-17.009,-4.057,-25.639
-7.386,-2.628,-24.95
-16.93,-1.191,-24.778
-16.271,-1.866,-25.649
-3.678,-1.914,-24.618
-13.977,-1.196,-24.645
-21.399,-1.157,-25.42
-12.573,-1.146,-25.415
-3.677,1.006,-24.642
-22.899,-4.79,-25.701
-3.757,-4.78,-25.479
4.428,-1.916,-24.426
-25.073,-4.085,-25.339
-15.544,-1.859,-25.739
2.261,-2.678,-23.953
6.62,-5.582,-25.425
-9.671,-2.574,-25.861
-14.73,-1.184,-24.851
-12.589,1.057,-25.631
-9.622,-6.262,-25.24
-14.003,-1.177,-24.94
-12.537,1.02,-25.04
-8.868,-4.813,-25.047
