-12.539,-2.631,-25.01
-13.259,-2.643,-24.821
-12.531,-2.637,-24.911
-11.794,-1.906,-24.909
-12.531,-2.637,-24.911
-11.795,-2.636,-24.903
-12.522,-2.643,-24.813
-12.53,-1.907,-24.917
-11.803,-3.36,-24.995
-12.523,-3.373,-24.807
-13.259,-3.374,-24.815
-11.033,-2.654,-24.599
-11.067,-2.63,-24.993
-11.777,-2.649,-24.706
-11.05,-2.642,-24.796
-11.794,-1.906,-24.909
-12.515,-4.109,-24.702
-11.777,-2.649,-24.706
-12.53,-1.907,-24.917
-13.226,-4.858,-24.409
-11.734,-0.489,-24.232
-10.34,-4.814,-25.064
-16.956,-1.173,-25.073
-8.823,-1.193,-24.585
-13.267,-3.367,-24.914
-8.858,-2.629,-24.967
-10.322,-2.636,-24.886
-14.722,-2.65,-24.74
-9.569,-2.648,-24.68
-8.071,-2.665,-24.368
-10.331,-4.09,-24.972
-9.587,-4.096,-24.865
-8.104,-1.18,-24.774
-16.185,-0.467,-24.677
-11.058,-1.906,-24.9
-13.241,-1.925,-24.631
-14.003,-1.907,-24.934
-9.578,-3.372,-24.773
-6.623,-1.916,-24.652
-8.815,-1.199,-24.487
-11.762,-5.581,-24.485
8.828,-2.632,-24.565
-7.488,-1.825,-26.137
-3.63,-7.062,-23.985
-16.851,3.865,-23.935
-21.516,3.309,-26.834
-14.447,1.536,-21.627
-3.731,-4.798,-25.184
-8.373,-8.293,-27.763
-20.474,0.17,-23.258
-6.564,-1.958,-23.963
-6.734,-1.106,-25.938
-16.283,-8.431,-25.692
-11.584,8.17,-22.632
-4.391,-4.854,-24.307
-14.844,-5.486,-26.093
-15.486,-4.823,-25.025
-4.359,-9.259,-23.877
-17.113,-6.904,-26.796
-15.406,0.234,-24.182
-12.41,0.198,-23.558
-15.613,-3.271,-26.514
-16.292,-8.425,-25.791
-7.211,3.822,-23.037
-11.195,-3.269,-26.463
-13.934,-1.226,-24.153
-9.421,2.36,-23.05
-8.908,0.328,-25.582
-12.468,2.432,-24.265
-5.143,-2.651,-24.531
-5.937,0.312,-25.252
-8.867,-4.083,-25.053
-10.366,-4.796,-25.359
-7.402,-1.886,-25.153
-12.46,1.695,-24.16
-6.56,4.613,-24.018
-8.824,-3.383,-24.567
-16.344,-9.849,-26.369
-8.99,-10.569,-26.376
-16.172,-7.05,-24.425
-21.349,-3.384,-24.811
-7.334,-1.204,-24.372
-18.37,-4.137,-24.377
-26.657,-4.737,-26.63
-7.307,0.968,-24.095
8.122,6.111,-24.352
-26.576,3.24,-25.811
-7.374,2.477,-24.894
7.357,1.018,-24.613
-22.95,-3.293,-26.304
-7.351,-1.922,-24.562
-1.469,-1.183,-24.598
-17.041,-0.382,-26.063
-11.057,0.285,-24.918
3.824,6.754,-23.031
-12.527,4.665,-24.972
-8.822,1.728,-24.61
5.981,5.331,-23.584
-11.082,1.033,-25.22
-7.234,8.951,-23.374
-3.588,6.787,-23.707
-15.481,3.209,-25.093
-9.592,2.482,-25.018
-13.905,5.327,-23.913
-7.384,-0.438,-24.968
-16.246,-1.884,-25.354
-8.936,-4.765,-25.834
-13.251,-4.11,-24.711
-8.149,-4.801,-25.235
-11.672,2.389,-23.568
-14.699,-6.319,-24.414
-10.392,-4.777,-25.655
-14.057,-7.712,-25.476
-13.919,-5.619,-23.92
-17.727,-1.879,-25.469
-6.545,0.22,-23.785
-18.436,1.753,-25.213
-18.524,-3.297,-26.154
-8.113,-1.904,-24.866
-14.603,-2.005,-23.368
-9.609,1.764,-25.209
-12.538,0.29,-25.034
-10.163,6.747,-23.193
-10.295,0.267,-24.615
-16.212,-2.639,-24.954
-11.744,-4.863,-24.294
-12.508,-8.496,-24.567
-25.855,-9.166,-25.797
-11.832,-8.453,-25.248
-12.438,-5.625,-23.804
-17.746,-5.517,-25.635
-19.105,-0.486,-24.416
-28.58,2.362,-23.469
-5.271,-2.56,-26.007
-8.901,-2.598,-25.459
-16.189,-7.768,-24.616
-16.99,-0.418,-25.473
-0.741,0.284,-24.701
-24.132,12.568,-23.208
-21.363,2.47,-25.056
-5.151,-2.645,-24.629
-5.888,-4.106,-24.625
-19.166,-2.634,-25.086
-14.792,-5.522,-25.503
-4.365,-4.142,-24.018
-15.435,-6.32,-24.423
-10.392,-4.777,-25.655
-18.439,-5.548,-25.152
-5.898,-5.56,-24.712
1.353,-5.477,-25.905
-12.645,-9.129,-26.136
-24.273,3.904,-24.709
-13.96,-1.938,-24.442
-7.343,-3.389,-24.452
-30.113,1.674,-24.169
-11.05,-3.372,-24.79
-4.45,-4.081,-25.002
-11.845,-1.14,-25.505
-11.777,-1.188,-24.718
-6.658,-2.622,-25.04
-21.278,2.409,-24.072
-11.741,0.978,-24.343
-1.487,-1.901,-24.789
-8.165,-3.328,-25.444
-22.846,-1.176,-25.141
-9.619,-1.151,-25.283
-24.242,-1.231,-24.273
4.351,-1.861,-25.311
-5.948,-4.793,-25.308
-8.114,-4.095,-24.848
28.744,-1.214,-24.812
-9.578,-4.832,-24.76
-13.285,-3.355,-25.11
-13.347,-8.424,-25.757
-9.603,-1.893,-25.08
-2.284,-4.049,-25.468
-24.29,5.376,-24.918
-13.248,1.001,-24.753
-0.854,-4.748,-25.937
-16.288,-0.393,-25.858
-11.039,2.463,-24.74
-1.468,1.738,-24.623
-20.558,3.151,-24.267
-15.501,-1.89,-25.247
-6.676,-4.07,-25.224
-13.986,-1.92,-24.738
-22.857,-6.281,-25.197
-9.586,-2.635,-24.877
-20.56,0.231,-24.242
27.295,-4.153,-24.509
-0.077,-8.429,-25.406
-11.787,-4.833,-24.786
-25.011,0.253,-24.687
-8.158,-5.525,-25.328
-7.464,-5.494,-25.811
32.42,5.366,-24.922
-16.195,-1.921,-24.763
-3.056,-6.946,-25.846
-21.381,0.291,-25.235
-13.178,3.873,-23.99
-1.486,-0.441,-24.801
-28.638,6.786,-24.194
-13.186,4.609,-24.095
-0.031,-0.428,-24.981
-21.363,2.47,-25.056
-22.074,1.721,-24.764
3.648,-3.346,-24.914
-19.884,-1.917,-24.904
-5.853,-1.94,-24.25
1.44,-2.617,-24.946
-25.064,-2.631,-25.253
-32.377,-4.862,-24.73
4.384,-4.806,-24.893
-10.411,-9.146,-25.815
-32.437,-6.28,-25.407
-3.645,-2.669,-24.218
-5.22,-4.057,-25.404
-18.422,-4.1,-24.967
-13.206,0.241,-24.255
-14.774,-2.614,-25.33
-17.735,-1.143,-25.574
-11.031,0.996,-24.629
-3.729,-1.148,-25.215
-30.173,1.716,-24.857
-19.13,0.992,-24.723
2.929,-2.629,-24.732
-13.31,-3.337,-25.406
-14.74,-2.638,-24.937
5.839,-4.793,-25.073
-12.497,-3.391,-24.511
-27.274,-5.553,-25.254
2.183,-6.274,-24.808
-4.495,-9.161,-25.451
26.508,-3.387,-25.114
-2.284,-4.779,-25.462
-6.659,-4.082,-25.028
18.377,-0.446,-25.626
-16.92,2.454,-24.71
-2.267,-4.061,-25.272
31.579,1.058,-26.075
-8.84,0.28,-24.794
-2.238,1.031,-25.019
-25.02,0.259,-24.786
-9.566,2.463,-24.723
-0.74,1.744,-24.713
-26.525,2.473,-25.215
-9.567,1.003,-24.711
3.642,1.771,-25.055
-25.053,2.474,-25.197
-10.312,1.009,-24.818
3.616,0.329,-25.338
-20.661,1.764,-25.435
-8.813,0.991,-24.505
3.633,-0.413,-25.135
-20.653,1.758,-25.337
-8.069,0.986,-24.398
8.75,-4.037,-25.439
-14.037,-2.613,-25.322
-13.984,1.001,-24.762
-5.922,-2.621,-25.031
-18.455,-3.346,-25.367
-5.15,0.275,-24.653
-17.71,-2.621,-25.266
-12.617,-4.766,-25.877
-6.657,-1.161,-25.052
-5.194,-2.615,-25.121
-11.846,-2.6,-25.493
-17.649,-0.473,-24.596
-9.611,-2.617,-25.172
-11.101,-3.336,-25.38
-8.823,-1.193,-24.585
-18.403,-0.462,-24.801
-17.753,-1.86,-25.764
-9.543,-2.666,-24.385
-17.641,-0.479,-24.497
-19.97,-2.586,-25.882
-2.198,-2.65,-24.496
-19.105,-0.486,-24.416
-23.608,-1.158,-25.445
-11.092,-1.881,-25.294
-3.652,-1.202,-24.329
-19.157,-2.64,-24.988
-8.893,-4.795,-25.342
-1.462,-4.11,-24.476
-14.731,-3.374,-24.832
